Département,Ville ,code postal,population,superficie
2,SONS-ET-RONCHERES,2270,200,9.2
2,SERINGES-ET-NESLES,2130,300,13.49
2,GRANDLUP-ET-FAY,2350,300,20.3
2,COINCY,2210,1300,17.24
2,MARLY-GOMONT,2120,400,12.91
2,MACOGNY,2470,100,6.17
2,TARTIERS,2290,200,8.89
2,GIBERCOURT,2440,0,2.69
2,PONTRU,2490,300,14.98
2,TRELOU-SUR-MARNE,2850,1000,20.35
2,LA VILLE-AUX-BOIS-LES-DIZY,2340,200,10.22
2,AMIGNY-ROUY,2700,700,13.08
2,CHARMES,2800,1700,3.66
2,VIFFORT,2540,300,9.83
2,MACHECOURT,2350,100,10.08
2,NOGENT-L'ARTAUD,2310,2100,23.99
2,TANNIERES,2220,0,2.55
2,SAINT-ERME-OUTRE-ET-RAMECOURT,2820,1800,20.11
2,JOUAIGNES,2220,200,7.84
2,VAUCELLES-ET-BEFFECOURT,2000,200,4.03
2,LESQUIELLES-SAINT-GERMAIN,2120,900,16.21
2,AIZY-JOUY,2370,300,14.63
2,FAUCOUCOURT,2320,300,7.35
2,CHAVIGNY,2880,200,5.28
2,VEUILLY-LA-POTERIE,2810,100,7.54
2,MEZY-MOULINS,2650,500,4.48
2,GERNICOURT,2160,100,7.47
2,QUINCY-BASSE,2380,100,3.87
2,SERGY,2130,200,13.32
2,TOULIS-ET-ATTENCOURT,2250,100,7.42
2,PUISEUX-EN-RETZ,2600,200,9.88
2,LEUZE,2500,200,10.19
2,CREZANCY,2650,1100,7.06
2,NOYALES,2120,200,7.18
2,MARIGNY-EN-ORXOIS,2810,500,15.56
2,FORESTE,2590,200,4.94
2,WISSIGNICOURT,2320,100,4.46
2,TAVAUX-ET-PONTSERICOURT,2250,600,25.42
2,SAPONAY,2130,300,9.93
2,EBOULEAU,2350,200,13.03
2,ORAINVILLE,2190,500,8.69
2,MISSY-LES-PIERREPONT,2350,100,6.6
2,NEUILLY-SAINT-FRONT,2470,2200,17.89
2,TERGNIER,2700,14500,17.95
2,LA FERTE-MILON,2460,2300,18.35
2,BASSOLES-AULERS,2380,100,7.03
2,LE VERGUIER,2490,200,4.28
2,OSTEL,2370,100,9.1
2,SISSY,2240,500,10.76
2,LEURY,2880,100,3.69
2,LA CROIX-SUR-OURCQ,2210,100,10.45
2,PERNANT,2200,700,9.83
2,ETREUX,2510,1600,10.36
2,BRUYS,2220,0,5.7
2,FONTENELLE,2170,300,10.47
2,CERSEUIL,2220,100,4.61
2,VOHARIES,2140,100,3.32
2,SAINT-PIERRE-AIGLE,2600,400,12.02
2,SAINT-MARTIN-RIVIERE,2110,100,5.52
2,NANTEUIL-NOTRE-DAME,2210,100,3.72
2,SELENS,2300,200,7.65
2,MONTHENAULT,2860,100,2.94
2,SAINT-EUGENE,2330,200,6.75
2,ETOUVELLES,2000,200,2.38
2,FAVEROLLES,2600,300,13.79
2,LISLET,2340,200,8.2
2,VENDEUIL,2800,900,14.45
2,FOLEMBRAY,2670,1500,8.85
2,COURBES,2800,0,3.16
2,CHACRISE,2200,300,12.74
2,SERCHES,2220,300,9.1
2,ACY,2200,900,11.67
2,VERNEUIL-SOUS-COUCY,2380,100,4.58
2,BAZOCHES-SUR-VESLES,2220,400,9.49
2,MAUREGNY-EN-HAYE,2820,400,10.46
2,HARTENNES-ET-TAUX,2210,300,6.31
2,VASSENY,2220,200,3.18
2,MERVAL,2160,100,3.36
2,CORCY,2600,300,7.25
2,BONY,2420,100,7.98
2,BRENY,2210,300,4.52
2,BRECY,2210,300,9.98
2,BRUYERES-SUR-FERE,2130,200,9.05
2,FLAVY-LE-MARTEL,2520,1600,12.83
2,PANCY-COURTECON,2860,0,6.37
2,BOSMONT-SUR-SERRE,2250,200,9.68
2,MISSY-AUX-BOIS,2200,100,3.04
2,SURFONTAINE,2240,100,6.38
2,DAGNY-LAMBERCY,2140,100,10.04
2,LANCHY,2590,100,3.69
2,VAUDESSON,2320,300,8.42
2,COEUVRES-ET-VALSERY,2600,500,12.52
2,EPIEDS,2400,400,18.66
2,VILLENEUVE-SAINT-GERMAIN,2200,2400,4.54
2,ALAINCOURT,2240,500,5.9
2,SOUCY,2600,100,5.22
2,ARCHON,2360,100,6.37
2,PARGNY-FILAIN,2000,200,5.01
2,GERMAINE,2590,100,4.54
2,LA NEUVILLE-HOUSSET,2250,100,4.99
2,BELLEAU,2400,100,6.72
2,PAARS,2220,300,5.15
2,LANISCOURT,2000,200,3
2,SERMOISE,2220,300,5.51
2,BARENTON-BUGNY,2000,600,11.38
2,QUIERZY,2300,400,8.09
2,CERIZY,2240,100,4
2,LA FERTE-CHEVRESIS,2270,600,23.92
2,RAMICOURT,2110,200,3.82
2,BUSSIARES,2810,100,7.4
2,BERNOT,2120,400,16.56
2,LERZY,2260,200,11.54
2,SAMOUSSY,2840,400,25.04
2,GROUGIS,2110,400,11.26
2,MACQUIGNY,2120,400,20.18
2,LA FLAMENGRIE,2260,1000,26.43
2,SERVAIS,2700,300,5.51
2,BERTRICOURT,2190,100,4.48
2,OSLY-COURTIL,2290,300,5.23
2,VERNEUIL-SUR-SERRE,2000,300,7.86
2,MAYOT,2800,200,3.42
2,WASSIGNY,2630,1000,6.79
2,BARENTON-CEL,2000,100,6.69
2,ENGLANCOURT,2260,100,7.97
2,ATHIES-SOUS-LAON,2840,2400,15.44
2,FROIDESTREES,2260,200,4.91
2,LA MALMAISON,2190,400,25.61
2,MANICAMP,2300,300,10.24
2,BARENTON-SUR-SERRE,2270,100,8.05
2,AUDIGNY,2120,300,10.73
2,OHIS,2500,300,6.48
2,MARTIGNY,2500,500,16.96
2,BARISIS,2700,700,15.11
2,EPAUX-BEZU,2400,600,19.5
2,ABBECOURT,2300,500,5.96
2,HAUTEVILLE,2120,200,7.1
2,BENAY,2440,200,6.81
2,LA NEUVILLE-EN-BEINE,2300,200,3.81
2,TUPIGNY,2120,400,12.84
2,VERVINS,2140,2700,10.35
2,DORENGT,2450,200,10.5
2,SAINT-GOBERT,2140,300,7.78
2,PARCY-ET-TIGNY,2210,200,10.59
2,SAINT-PIERRE-LES-FRANQUEVILLE,2140,100,7
2,MONT-NOTRE-DAME,2220,600,9.96
2,MONT-SAINT-MARTIN,2220,100,5.81
2,CHIERRY,2400,1100,2.82
2,CUTRY,2600,100,4.79
2,CHEVENNES,2250,100,6.06
2,MONTIGNY-LE-FRANC,2250,200,9.9
2,BOURG-ET-COMIN,2160,700,5.12
2,SAINT-AGNAN,2330,100,8.07
2,COULONGES-COHAN,2130,400,28.75
2,PREMONTRE,2320,800,8.33
2,COURTRIZY-ET-FUSSIGNY,2820,100,4.22
2,JUMENCOURT,2380,200,6.2
2,CLAIRFONTAINE,2260,600,14.31
2,SEQUEHART,2420,200,6.38
2,AGNICOURT-ET-SECHELLES,2340,200,10.79
2,ROUCY,2160,400,6.96
2,PREMONT,2110,700,12.21
2,CLASTRES,2440,600,8.24
2,LE CHARMEL,2850,300,9.83
2,ALLEMANT,2320,200,5.13
2,MONT-SAINT-PERE,2400,700,10.69
2,PARFONDEVAL,2360,200,10.91
2,CHIVRES-VAL,2880,600,5.54
2,AUBENCHEUL-AUX-BOIS,2420,300,2.11
2,MONTFAUCON,2540,200,15.36
2,LES AUTELS,2360,100,5.99
2,FONTENOY,2290,500,9.03
2,CRECY-AU-MONT,2380,300,11.83
2,MORCOURT,2100,600,6.07
2,NEUVILLE-SUR-MARGIVAL,2880,100,3.65
2,CYS-LA-COMMUNE,2220,100,4.39
2,MARIZY-SAINT-MARD,2470,100,4.54
2,VILLERET,2420,300,3.95
2,AMIFONTAINE,2190,400,27.9
2,FONTAINE-UTERTE,2110,100,5.77
2,DOLIGNON,2360,100,3.38
2,ETAVES-ET-BOCQUIAUX,2110,500,13.68
2,ROCQUIGNY,2260,400,10.99
2,MORTIERS,2270,200,6.39
2,ROZOY-SUR-SERRE,2360,1000,16.53
2,MALZY,2120,200,10.3
2,BELLENGLISE,2420,400,6.4
2,CERNY-EN-LAONNOIS,2860,100,7.22
2,MONTLOUE,2340,200,15.58
2,SAINTE-GENEVIEVE,2340,100,4.53
2,NEUVE-MAISON,2500,600,8.42
2,BEZU-SAINT-GERMAIN,2400,700,11.13
2,ETREAUPONT,2580,900,17.59
2,BERTHENICOURT,2240,200,3.07
2,THIERNU,2250,100,6.16
2,LAIGNY,2140,200,10.83
2,AISONVILLE-ET-BERNOVILLE,2110,300,8.73
2,CROUY,2880,2700,10.38
2,HIRSON,2500,9400,33.77
2,BAGNEUX,2290,100,2.21
2,AUTREMENCOURT,2250,200,9.15
2,LA CELLE-SOUS-MONTMIRAIL,2540,100,5.67
2,CONDE-SUR-AISNE,2370,400,3.73
2,BLERANCOURT,2300,1300,10.8
2,MONTHUREL,2330,200,3.86
2,PETIT-VERLY,2630,200,5.19
2,SOIZE,2340,100,5.91
2,SACONIN-ET-BREUIL,2200,200,8.53
2,LARGNY-SUR-AUTOMNE,2600,200,9.53
2,SOMMERON,2260,100,4.68
2,VESLUD,2840,300,4.13
2,LIESSE-NOTRE-DAME,2350,1200,9.96
2,CHAUDUN,2200,300,8.52
2,VUILLERY,2880,0,1.09
2,OMISSY,2100,800,7.09
2,PAVANT,2310,800,5.43
2,MISSY-SUR-AISNE,2880,700,3.25
2,CUGNY,2480,600,9.4
2,PARFONDRU,2840,300,9.08
2,COINGT,2360,100,7.31
2,FONSOMME,2110,500,9.6
2,DURY,2480,200,7.74
2,ROYAUCOURT-ET-CHAILVET,2000,200,3.04
2,LANDRICOURT,2380,100,5.83
2,SISSONNE,2150,2100,53.53
2,BERLISE,2340,100,6.59
2,RIBEMONT,2240,2000,26.91
2,SAINS-RICHAUMONT,2120,900,12.46
2,FILAIN,2000,100,4.78
2,CHEVREGNY,2000,200,8.85
2,MONTCHALONS,2860,100,6.76
2,BRUMETZ,2810,200,7.24
2,TAILLEFONTAINE,2600,300,10.63
2,GUNY,2300,400,9.32
2,FRESNOY-LE-GRAND,2230,3000,15.07
2,NOUVRON-VINGRE,2290,200,9.25
2,MAGNY-LA-FOSSE,2420,100,3.63
2,CUISY-EN-ALMONT,2200,300,9.17
2,MONTBAVIN,2000,0,5.44
2,VORGES,2860,400,4.78
2,MONTESCOURT-LIZEROLLES,2440,1700,6.29
2,PONT-ARCY,2160,100,3.18
2,GRUGIES,2680,1000,5.08
2,BIEUXY,2290,0,4.5
2,MARCY,2720,200,7.3
2,BRAINE,2220,2100,11.61
2,ORGEVAL,2860,100,2.41
2,MAREST-DAMPCOURT,2300,300,8.35
2,CILLY,2250,200,9.3
2,HARLY,2100,1800,3.76
2,ROUVROY,2100,400,5.05
2,ROMENY-SUR-MARNE,2310,500,4.23
2,DOUCHY,2590,100,5.05
2,VAUXTIN,2220,100,2.27
2,ROGECOURT,2800,100,5.54
2,MONTIGNY-LENGRAIN,2290,700,11.38
2,HOURY,2140,100,3.48
2,PIERREPONT,2350,400,10.54
2,DOHIS,2360,100,8.1
2,BRASLES,2400,1300,7.45
2,AUBIGNY-EN-LAONNOIS,2820,100,4.41
2,PAISSY,2160,100,7.08
2,NOUVION-LE-COMTE,2800,300,7.98
2,MONCEAU-LE-NEUF-ET-FAUCOUZY,2270,300,19.72
2,RAILLIMONT,2360,100,4.9
2,DAMMARD,2470,400,7.96
2,PASSY-SUR-MARNE,2850,200,3.71
2,LEMPIRE,2420,100,2.62
2,CUIRY-LES-CHAUDARDES,2160,100,5.15
2,HOUSSET,2250,200,13.2
2,BILLY-SUR-AISNE,2200,1100,7.47
2,BELLEU,2200,3900,4.53
2,PONTAVERT,2160,600,13.37
2,DIZY-LE-GROS,2340,800,19.96
2,CROUTTES-SUR-MARNE,2310,600,4.33
2,COURMELLES,2200,1700,6.76
2,BICHANCOURT,2300,1000,7.73
2,BEAUVOIS-EN-VERMANDOIS,2590,300,7.51
2,PRIEZ,2470,0,4.93
2,CHASSEMY,2370,800,10.85
2,ETREPILLY,2400,100,5.13
2,ARTEMPS,2480,400,6.31
2,FRIERES-FAILLOUEL,2700,900,15.26
2,WIEGE-FATY,2120,200,7.47
2,SAINT-NICOLAS-AUX-BOIS,2410,100,6.64
2,GRICOURT,2100,900,9.92
2,BLESMES,2400,400,9.7
2,VILLE-SAVOYE,2220,100,2.64
2,MERCIN-ET-VAUX,2200,900,7.77
2,CHEVRESIS-MONCEAU,2270,400,16.85
2,BEAUREVOIR,2110,1500,21.73
2,SAINT-BANDRY,2290,200,6.02
2,VREGNY,2880,100,4.5
2,VADENCOURT,2120,600,12.24
2,VIERZY,2210,400,12.73
2,CAILLOUEL-CREPIGNY,2300,400,6.63
2,NIZY-LE-COMTE,2150,300,31.53
2,VENDIERES,2540,100,12.35
2,BUZANCY,2200,200,4.75
2,JEANTES,2140,200,15.61
2,CONNIGIS,2330,300,5.46
2,TORCY-EN-VALOIS,2810,100,3.62
2,COUCY-LA-VILLE,2380,200,6.11
2,GOUDELANCOURT-LES-PIERREPONT,2350,100,8.73
2,PASSY-EN-VALOIS,2470,200,3.41
2,MONTGRU-SAINT-HILAIRE,2210,0,3.24
2,MONT-D'ORIGNY,2390,900,13.52
2,VASSOGNE,2160,100,2.93
2,MAISSEMY,2490,200,8.17
2,ROGNY,2140,100,5.61
2,VENEROLLES,2510,200,8.89
2,CLAMECY,2880,200,3.4
2,VIEL-ARCY,2160,200,6.59
2,GUYENCOURT,2160,200,4.2
2,MENNEVRET,2630,700,11.89
2,CAULAINCOURT,2490,100,5.96
2,OULCHY-LE-CHATEAU,2210,800,15.08
2,GUISE,2120,5400,16.13
2,CHAMPS,2670,300,9.16
2,SAINTE-PREUVE,2350,100,9.61
2,PROIX,2120,100,3.45
2,AMBLENY,2290,1100,17.32
2,RIBEAUVILLE,2110,100,3.58
2,TUGNY-ET-PONT,2640,300,5.89
2,FRESNES,2380,100,7.3
2,BOURGUIGNON-SOUS-MONTBAVIN,2000,100,1.92
2,NEUVILLETTE,2390,200,6.44
2,SAINT-THOMAS,2820,100,2.5
2,MARFONTAINE,2140,100,9.21
2,BESMONT,2500,100,15.86
2,LEHAUCOURT,2420,800,9.37
2,BRISSY-HAMEGICOURT,2240,600,12.38
2,PLOMION,2140,500,16.39
2,SAVY,2590,600,7.49
2,PUISIEUX-ET-CLANLIEU,2120,300,17.42
2,CIRY-SALSOGNE,2220,800,8.95
2,CRUPILLY,2120,100,3.52
2,DOMMIERS,2600,300,7.24
2,ETREILLERS,2590,1200,8.69
2,CHOUY,2210,400,20.03
2,LANDIFAY-ET-BERTAIGNEMONT,2120,300,19.6
2,SILLY-LA-POTERIE,2460,100,2.31
2,NAUROY,2420,700,6.27
2,LIME,2220,200,5.55
2,AUBIGNY-AUX-KAISNES,2590,200,3.72
2,MONCEAU-LE-WAAST,2840,200,5.41
2,CUIRY-LES-IVIERS,2360,0,4.79
2,REGNY,2240,200,11.89
2,VILLERS-SAINT-CHRISTOPHE,2590,500,8.99
2,CHAILLEVOIS,2000,200,2.17
2,VEZILLY,2130,200,10.74
2,LAPPION,2150,300,23.71
2,FRESNES-EN-TARDENOIS,2130,200,8.84
2,GRAND-ROZOY,2210,300,12.45
2,CONDE-SUR-SUIPPE,2190,200,5.83
2,CELLES-LES-CONDE,2330,100,3.91
2,CESSIERES,2320,400,10.35
2,COURBOIN,2330,300,14.07
2,VERDILLY,2400,400,5.1
2,SORBAIS,2580,300,13.72
2,THENAILLES,2140,300,16.43
2,MENNEVILLE,2190,400,7.29
2,BONNEIL,2400,400,2.11
2,COUVRON-ET-AUMENCOURT,2270,1400,13.33
2,CHAVIGNON,2000,700,11.55
2,GANDELU,2810,700,10.03
2,LE THUEL,2340,200,7.06
2,SEPTVAUX,2410,200,8.56
2,NEUFCHATEL-SUR-AISNE,2190,400,2.86
2,BONCOURT,2350,200,13.29
2,MONAMPTEUIL,2000,100,5.86
2,VILLIERS-SAINT-DENIS,2310,1100,7.57
2,GLENNES,2160,200,8.57
2,JUSSY,2480,1200,13.37
2,CROIX-FONSOMME,2110,200,9.37
2,BERTAUCOURT-EPOURDON,2800,600,7.46
2,BUCILLY,2500,200,12.85
2,SAINT-THIBAUT,2220,100,4.13
2,LANDOUZY-LA-VILLE,2140,500,15.76
2,GOUDELANCOURT-LES-BERRIEUX,2820,100,5.54
2,COLLIGIS-CRANDELAIN,2860,200,6.53
2,NESLES-LA-MONTAGNE,2400,1200,17.21
2,LA CAPELLE,2260,1900,12.26
2,AIZELLES,2820,100,4.88
2,VERMAND,2490,1000,15.75
2,MONTHIERS,2400,200,7.37
2,SAINT-PIERREMONT,2250,100,6.98
2,CELLES-SUR-AISNE,2370,300,6.16
2,EVERGNICOURT,2190,500,9.15
2,FOSSOY,2650,600,7.18
2,MUSCOURT,2160,0,2.18
2,CHAUDARDES,2160,100,4.7
2,REMIGNY,2440,400,10.07
2,MONS-EN-LAONNOIS,2000,1100,4.1
2,CHARLY-SUR-MARNE,2310,2700,20.52
2,CHATEAU-THIERRY,2400,14800,16.55
2,EPPES,2840,400,7.71
2,VAUXREZIS,2200,300,6.54
2,CHATILLON-LES-SONS,2270,100,10.56
2,VIVIERES,2600,400,13.96
2,COYOLLES,2600,400,24.55
2,ROZIERES-SUR-CRISE,2200,200,7.32
2,THENELLES,2390,600,6.99
2,NOGENTEL,2400,1100,6.93
2,LA CHAPELLE-SUR-CHEZY,2570,300,7.9
2,CONCEVREUX,2160,300,12.51
2,GRANDRIEUX,2360,100,4.35
2,ORIGNY-EN-THIERACHE,2550,1500,16.48
2,ACHERY,2800,500,6.9
2,LESDINS,2100,800,10.63
2,LIEZ,2700,400,5.45
2,HARAMONT,2600,600,12.24
2,MENNESSIS,2700,400,5.23
2,LEVERGIES,2420,600,7.67
2,OLLEZY,2480,200,5.31
2,COLONFAY,2120,100,3.29
2,VAUXBUIN,2200,800,5
2,LA VALLEE-MULATRE,2110,100,5.28
2,REVILLON,2160,100,2.24
2,WATIGNY,2830,400,21.12
2,GRAND-VERLY,2120,100,3.8
2,TROESNES,2460,200,2.65
2,NOUVION-ET-CATILLON,2270,500,16.67
2,VILLERS-HELON,2600,200,8.07
2,BUIRONFOSSE,2620,1200,17.6
2,COURCHAMPS,2810,100,2.72
2,NOYANT-ET-ACONIN,2200,500,4.6
2,SAINT-SIMON,2640,600,6.34
2,BEAUTOR,2800,2700,7.44
2,PRESLES-ET-THIERNY,2860,400,8.33
2,MONCEAU-LES-LEUPS,2270,500,13.3
2,MONTCORNET,2340,1600,5.74
2,VIELS-MAISONS,2540,1000,21.44
2,MARIZY-SAINTE-GENEVIEVE,2470,100,7.71
2,AUTREPPES,2580,200,6.78
2,MOY-DE-L'AISNE,2610,1000,6.26
2,ANY-MARTIN-RIEUX,2500,500,17.73
2,ESQUEHERIES,2170,900,16.21
2,TROSLY-LOIRE,2300,600,15.21
2,FAYET,2100,500,5.86
2,HARCIGNY,2140,300,7.57
2,ITANCOURT,2240,1100,7.11
2,BRIE,2870,100,2.8
2,HINACOURT,2440,0,3.09
2,LATILLY,2210,200,9.32
2,HOLNON,2760,1400,6.37
2,MARCHAIS,2350,400,15.3
2,PARPEVILLE,2240,200,15.82
2,VIC-SUR-AISNE,2290,1700,5.23
2,VIGNEUX-HOCQUET,2340,300,13.72
2,VEZAPONIN,2290,100,3.18
2,BRAYE-EN-THIERACHE,2140,200,9.17
2,RETHEUIL,2600,400,14.87
2,FESMY-LE-SART,2450,500,16.06
2,CORBENY,2820,700,15.23
2,FLUQUIERES,2590,200,5.24
2,PONT-SAINT-MARD,2380,200,6.79
2,MONTLEVON,2330,300,22.65
2,EPAGNY,2290,300,11
2,VINCY-REUIL-ET-MAGNY,2340,100,11.78
2,MONTIGNY-SOUS-MARLE,2250,100,7.33
2,BOIS-LES-PARGNY,2270,200,10.32
2,RENNEVAL,2340,100,6.82
2,TRAVECY,2800,600,14.52
2,LESGES,2220,100,6.65
2,CRECY-SUR-SERRE,2270,1500,17.9
2,LA SELVE,2150,200,4.77
2,NEUVILLE-SAINT-AMAND,2100,900,8.26
2,BOURESCHES,2400,200,7.52
2,BEAUME,2500,100,9.18
2,LE NOUVION-EN-THIERACHE,2170,2800,48.42
2,ERLON,2250,300,8.9
2,VIRY-NOUREUIL,2300,1900,17.76
2,LIZY,2320,200,3.73
2,DRAVEGNY,2130,100,15.67
2,SUZY,2320,300,9.86
2,DEUILLET,2700,200,3.76
2,MOLINCHART,2000,300,4.47
2,LA VILLE-AUX-BOIS-LES-PONTAVERT,2160,100,8.32
2,ARRANCY,2860,0,5.57
2,SAINT-CHRISTOPHE-A-BERRY,2290,400,7.78
2,GRONARD,2140,100,7.1
2,CREPY,2870,1900,27.7
2,BRUYERES-ET-MONTBERAULT,2860,1600,11.61
2,BETHANCOURT-EN-VAUX,2300,400,4.3
2,VAUXAILLON,2320,500,13.77
2,CHARTEVES,2400,400,8.76
2,MARCY-SOUS-MARLE,2250,200,4.39
2,CLACY-ET-THIERRET,2000,400,4.21
2,GOUSSANCOURT,2130,100,8.43
2,MARGIVAL,2880,300,5.47
2,BARZY-SUR-MARNE,2850,400,7.55
2,PINON,2320,1800,9.48
2,BRANCOURT-EN-LAONNOIS,2320,600,6.56
2,VASSENS,2290,200,9.87
2,ESSIGNY-LE-GRAND,2690,1100,13.38
2,CHERET,2860,100,3.71
2,ESSIGNY-LE-PETIT,2100,400,4.53
2,MAREUIL-EN-DOLE,2130,200,8.81
2,SAINT-QUENTIN,2100,56800,22.56
2,VENDHUILE,2420,500,10.96
2,CONTESCOURT,2680,100,3.42
2,MONNES,2470,100,4.92
2,DOMPTIN,2310,600,4.56
2,BESME,2300,200,2.66
2,VAUXCERE,2160,100,5.8
2,MOLAIN,2110,100,1.81
2,PLOYART-ET-VAURSEINE,2860,0,4.93
2,HAUTEVESNES,2810,100,7.29
2,COUVRELLES,2220,200,7.5
2,BUIRE,2500,900,4.13
2,AULNOIS-SOUS-LAON,2000,1300,10.01
2,COURMONT,2130,100,9.86
2,PARGNAN,2160,100,2.39
2,MARTIGNY-COURPIERRE,2860,100,4.46
2,SAINT-MARD,2220,100,4.69
2,COUCY-LE-CHATEAU-AUFFRIQUE,2380,1100,11.46
2,DALLON,2680,400,5.81
2,ARMENTIERES-SUR-OURCQ,2210,100,6.81
2,MEZIERES-SUR-OISE,2240,500,9.59
2,BERGUES-SUR-SAMBRE,2450,200,4.41
2,LA NEUVILLE-BOSMONT,2250,200,9.98
2,MONTREUIL-AUX-LIONS,2310,1400,12.99
2,MEURIVAL,2160,100,2.89
2,SEPTMONTS,2200,600,4.8
2,PLEINE-SELVE,2240,200,6.05
2,BELLICOURT,2420,600,9.77
2,ANCIENVILLE,2600,100,3.85
2,LESCHELLE,2170,300,14.69
2,FIEULAINE,2110,300,7.74
2,VILLERS-AGRON-AIGUIZY,2130,100,12.79
2,FERE-EN-TARDENOIS,2130,3300,20.4
2,CRAMAILLE,2130,100,8.12
2,HOMBLIERES,2720,1400,14.29
2,OGNES,2300,1100,6.14
2,GOUY,2420,600,17.6
2,RESSONS-LE-LONG,2290,800,10.55
2,BUCY-LES-PIERREPONT,2350,400,14.46
2,NOUVION-LE-VINEUX,2860,200,3.53
2,ROZOY-BELLEVALLE,2540,100,6.79
2,ROUVROY-SUR-SERRE,2360,0,3.9
2,VERSIGNY,2800,500,12.89
2,ASSIS-SUR-SERRE,2270,300,8.04
2,VAUX-ANDIGNY,2110,1000,15.75
2,FONTAINE-LES-VERVINS,2140,1000,19.74
2,LUZOIR,2500,300,10.99
2,MONTBREHAIN,2110,800,9.9
2,ERLOY,2260,100,7.44
2,PAPLEUX,2260,100,1.93
2,SEBONCOURT,2110,1100,11.8
2,HANNAPES,2510,300,9.16
2,MONCEAU-SUR-OISE,2120,100,5.86
2,FROIDMONT-COHARTILLE,2270,200,8.81
2,RESIGNY,2360,200,7.83
2,SERY-LES-MEZIERES,2240,600,11.51
2,MERLIEUX-ET-FOUQUEROLLES,2000,300,5.77
2,L'EPINE-AUX-BOIS,2540,300,12.37
2,ANDELAIN,2800,200,2.91
2,JEANCOURT,2490,200,5.82
2,ESSISES,2570,400,7.31
2,VILLERS-COTTERETS,2600,10200,41.71
2,SOUPIR,2160,300,10.2
2,CAMELIN,2300,400,9.15
2,LONGUEVAL-BARBONVAL,2160,500,8.73
2,GERGNY,2260,200,5.86
2,BOHAIN-EN-VERMANDOIS,2110,6100,31.74
2,WIMY,2500,500,12.04
2,MONDREPUIS,2500,1000,20.33
2,CHAMOUILLE,2860,300,3.34
2,ROUGERIES,2140,200,4.13
2,HARY,2140,200,11.04
2,IVIERS,2360,200,7.45
2,NOROY-SUR-OURCQ,2600,200,5.15
2,DANIZY,2800,600,4.49
2,GAUCHY,2430,5600,6.24
2,LAFFAUX,2880,100,6.76
2,POUILLY-SUR-SERRE,2270,500,9.9
2,TRUCY,2860,100,3.01
2,VESLES-ET-CAUMONT,2350,200,10.34
2,OULCHY-LA-VILLE,2210,100,7.13
2,BOURGUIGNON-SOUS-COUCY,2300,100,2.8
2,COUCY-LES-EPPES,2840,600,6.03
2,JUVINCOURT-ET-DAMARY,2190,500,29.82
2,TREFCON,2490,100,4.02
2,VOYENNE,2250,300,13.97
2,LAUNOY,2210,100,9.1
2,CRAONNELLE,2160,100,5.91
2,VENDRESSE-BEAULNE,2160,100,8.71
2,BRAYE-EN-LAONNOIS,2000,200,8.09
2,SANCY-LES-CHEMINOTS,2880,100,4.53
2,REMIES,2270,200,8.98
2,PIERREMANDE,2300,300,7.57
2,CERNY-LES-BUCY,2870,100,3.19
2,PASLY,2200,1000,3.02
2,AUTREVILLE,2300,800,3.55
2,OEUILLY,2160,300,2.86
2,SAINT-PAUL-AUX-BOIS,2300,400,11.13
2,LUCY-LE-BOCAGE,2400,200,7.75
2,COUPRU,2310,200,7.82
2,AUGY,2220,100,2.6
2,ESSOMES-SUR-MARNE,2400,2600,28.55
2,VENIZEL,2200,1400,3.71
3,NEURE,3320,200,11.97
3,ANDELAROCHE,3120,300,20.28
3,LIMOISE,3320,200,12.56
3,VENDAT,3110,2200,16.76
3,LOUCHY-MONTFAND,3500,500,5.33
3,DESERTINES,3630,4400,8.34
3,MONTAIGUET-EN-FOREZ,3130,300,22.49
3,SAINT-YORRE,3270,2700,6.35
3,GARNAT-SUR-ENGIEVRE,3230,700,18.74
3,ARRONNES,3250,400,26
3,CHEZELLE,3140,200,7.33
3,CHATELUS,3120,100,6.64
3,LA CHAPELLE-AUX-CHASSES,3230,200,25.96
3,SAINT-PALAIS,3370,200,20.3
3,FLEURIEL,3140,400,28.05
3,LAVAULT-SAINTE-ANNE,3310,1200,9.08
3,BAYET,3500,700,22.58
3,SERVILLY,3120,300,12.32
3,CHATILLON,3210,300,12.9
3,HURIEL,3380,2500,34.92
3,DEUX-CHAISES,3240,400,41.01
3,SAINT-PRIEST-EN-MURAT,3390,200,25.48
3,VILLEBRET,3310,1300,15.34
3,NEUILLY-EN-DONJON,3130,200,25.02
3,SAINT-FARGEOL,3420,200,10.36
3,ISLE-ET-BARDAIS,3360,300,44.65
3,DOMERAT,3410,9000,35.54
3,TAXAT-SENAT,3140,200,13.62
3,SAINT-MENOUX,3210,1000,27.62
3,ARCHIGNAT,3380,300,24.35
3,SALIGNY-SUR-ROUDON,3470,800,57.77
3,MONTORD,3500,300,4.44
3,SOUVIGNY,3210,1900,44.35
3,LOUROUX-HODEMENT,3190,400,29.18
3,HYDS,3600,300,18.71
3,BUXIERES-LES-MINES,3440,1100,46.95
3,BEAULON,3230,1600,63.98
3,VALIGNAT,3330,100,2.32
3,DOYET,3170,1200,27.58
3,VALLON-EN-SULLY,3190,1700,38.02
3,MEAULNE,3360,800,21.07
3,BOURBON-L'ARCHAMBAULT,3160,2600,54.84
3,NERIS-LES-BAINS,3310,2700,33.13
3,LAVOINE,3250,200,17.53
